timestamp,handle,product_id,old_title,new_title,old_description,new_description
2026-07-03T09:38:19.262Z,adidas-sambae-kseniaschnaider-black-womens,gid://shopify/Product/15046960939394,adidas Sambae KSENIASCHNAIDER Black (Women's) | Resell Lausanne Suisse,adidas Sambae KSENIASCHNAIDER Black (Women's) | Resell,,
2026-07-03T09:38:19.771Z,adidas-sl-72-og-charcoal-crystal-sand-brown-womens,gid://shopify/Product/15046960972162,adidas SL 72 OG Charcoal Crystal Sand Brown (Women's) | Resell Laus...,adidas SL 72 OG Charcoal Crystal Sand Brown (Women's),,
2026-07-03T09:38:20.292Z,adidas-gazelle-preloved-green-off-white,gid://shopify/Product/15046961004930,adidas Gazelle Preloved Green Off White | Resell Lausanne Suisse,adidas Gazelle Preloved Green Off White | Resell Lausanne,,
2026-07-03T09:38:20.810Z,adidas-gazelle-wonder-taupe-orchid,gid://shopify/Product/15046961037698,adidas Gazelle Wonder Taupe Orchid (Women's) | Resell Lausanne Suisse,adidas Gazelle Wonder Taupe Orchid (Women's) | Resell,,
2026-07-03T09:38:21.339Z,adidas-gazelle-indoor-wonder-clay-womens,gid://shopify/Product/15046961168770,adidas Gazelle Indoor Wonder Clay (Women's) | Resell Lausanne Suisse,adidas Gazelle Indoor Wonder Clay (Women's) | Resell,,
2026-07-03T09:38:21.906Z,adidas-gazelle-indoor-sean-wotherspoon,gid://shopify/Product/15046961201538,adidas Gazelle Indoor Sean Wotherspoon | Resell Lausanne Suisse,adidas Gazelle Indoor Sean Wotherspoon | Resell Lausanne,,
2026-07-03T09:38:22.407Z,adidas-gazelle-jude-bellingham-belligold-pack,gid://shopify/Product/15046961267074,adidas Gazelle Jude Bellingham Belligold Pack | Resell Lausanne Suisse,adidas Gazelle Jude Bellingham Belligold Pack | Resell,,
2026-07-03T09:38:22.903Z,adidas-rivalry-hi-star-wars-chewbacca,gid://shopify/Product/15046961332610,adidas Rivalry Hi Star Wars Chewbacca | Resell Lausanne Suisse,adidas Rivalry Hi Star Wars Chewbacca | Resell Lausanne,,
2026-07-03T09:38:23.471Z,adidas-samba-vegan-black-gum,gid://shopify/Product/15046961365378,adidas Samba Vegan Black Gum | Sneakers Authentiques | Resell Lausanne,adidas Samba Vegan Black Gum | Resell Lausanne,,
2026-07-03T09:38:23.949Z,adidas-handball-spezial-size-exclusive-anniversary-city-series-10-20,gid://shopify/Product/15046961398146,"adidas Handball Spezial size? Exclusive Anniversary City Series ""10...",adidas Handball Spezial size? Exclusive Anniversary City,,
2026-07-03T09:38:24.470Z,adidas-gazelle-legend-ivory-off-white,gid://shopify/Product/15046961430914,adidas Gazelle Legend Ivory Off White | Resell Lausanne Suisse,adidas Gazelle Legend Ivory Off White | Resell Lausanne,,
2026-07-03T09:38:25.036Z,adidas-samba-humanrace-navy-aluminum,gid://shopify/Product/15046961561986,adidas Samba Humanrace Navy Aluminum | Resell Lausanne Suisse,adidas Samba Humanrace Navy Aluminum | Resell Lausanne,,
2026-07-03T09:38:25.481Z,adidas-gazelle-shadow-olive-yellow-gum,gid://shopify/Product/15046961594754,adidas Gazelle Shadow Olive Yellow Gum | Resell Lausanne Suisse,adidas Gazelle Shadow Olive Yellow Gum | Resell Lausanne,,
2026-07-03T09:38:25.956Z,adidas-sambae-collegiate-green-gum-womens,gid://shopify/Product/15046961693058,adidas Sambae Collegiate Green Gum (Women's) | Resell Lausanne Suisse,adidas Sambae Collegiate Green Gum (Women's) | Resell,,
2026-07-03T09:38:26.423Z,adidas-gazelle-spikeless-golf-clear-sky-royal-better-scarlet,gid://shopify/Product/15046961725826,adidas Gazelle Spikeless Golf Clear Sky Royal Better Scarlet | Rese...,adidas Gazelle Spikeless Golf Clear Sky Royal Better,,
2026-07-03T09:38:26.885Z,adidas-sl-72-og-blue-fusion-pink-womens,gid://shopify/Product/15046961758594,adidas SL 72 OG Blue Fusion Pink (Women's) | Resell Lausanne Suisse,adidas SL 72 OG Blue Fusion Pink (Women's) | Resell Lausanne,,
2026-07-03T09:38:27.398Z,adidas-gazelle-85-green-white-gold-metallic,gid://shopify/Product/15046961791362,adidas Gazelle 85 Green White Gold Metallic | Resell Lausanne Suisse,adidas Gazelle 85 Green White Gold Metallic | Resell,,
2026-07-03T09:38:27.875Z,adidas-gazelle-adv-green,gid://shopify/Product/15046961824130,adidas Gazelle ADV Green | Sneakers Authentiques | Resell Lausanne,adidas Gazelle ADV Green | Resell Lausanne,"adidas Gazelle ADV Green authentique en Suisse. adidas 100% vérifié, livraison rapide. Achetez chez Resell Lausanne.","adidas Gazelle ADV Green authentique en Suisse. Tailles EU, livraison CH/EU, paiement Twint & Alma. Authenticité garantie Resell Lausanne."
2026-07-03T09:38:28.362Z,adidas-gazelle-bold-atmos-black-white-gum,gid://shopify/Product/15046961856898,adidas Gazelle Bold atmos Black White Gum | Resell Lausanne Suisse,adidas Gazelle Bold atmos Black White Gum | Resell Lausanne,,
2026-07-03T09:38:28.762Z,adidas-samba-indoor-core-black-cloud-white-vivid-red,gid://shopify/Product/15046961889666,adidas Samba Indoor Core Black Cloud White Vivid Red | Resell Lausa...,adidas Samba Indoor Core Black Cloud White Vivid Red,,
2026-07-03T09:38:29.195Z,adidas-gazelle-indoor-clear-mint-black-gum,gid://shopify/Product/15046961922434,adidas Gazelle Indoor Clear Mint Black Gum | Resell Lausanne Suisse,adidas Gazelle Indoor Clear Mint Black Gum | Resell Lausanne,,
2026-07-03T09:38:29.629Z,adidas-gazelle-violet-tone-womens,gid://shopify/Product/15046962020738,adidas Gazelle Violet Tone (Women's) | Resell Lausanne Suisse,adidas Gazelle Violet Tone (Women's) | Resell Lausanne,,
2026-07-03T09:38:30.121Z,adidas-handball-spezial-focus-blue-orange,gid://shopify/Product/15046962053506,adidas Handball Spezial Focus Blue Orange | Resell Lausanne Suisse,adidas Handball Spezial Focus Blue Orange | Resell Lausanne,,
2026-07-03T09:38:30.566Z,adidas-samba-og-sporty-and-rich-white-black,gid://shopify/Product/15046962086274,adidas Samba OG Sporty & Rich White Black | Resell Lausanne Suisse,adidas Samba OG Sporty & Rich White Black | Resell Lausanne,,
2026-07-03T09:38:31.152Z,adidas-handball-spezial-core-black-shadow-red,gid://shopify/Product/15046962119042,adidas Handball Spezial Core Black Shadow Red | Resell Lausanne Suisse,adidas Handball Spezial Core Black Shadow Red | Resell,,
2026-07-03T09:38:31.564Z,adidas-samba-og-footlocker-50th-anniversary,gid://shopify/Product/15046962184578,adidas Samba OG Footlocker 50th Anniversary | Resell Lausanne Suisse,adidas Samba OG Footlocker 50th Anniversary | Resell,,
2026-07-03T09:38:32.073Z,adidas-samba-og-liberty-london-floral-embroidery-ps,gid://shopify/Product/15046962217346,adidas Samba OG Liberty London Floral Embroidery (PS) | Resell Laus...,adidas Samba OG Liberty London Floral Embroidery (PS),,
2026-07-03T09:38:32.535Z,adidas-gazelle-preloved-red-off-white-cream-white,gid://shopify/Product/15046962282882,adidas Gazelle Preloved Red Off White Cream White | Resell Lausanne...,adidas Gazelle Preloved Red Off White Cream White | Resell,,
2026-07-03T09:38:33.097Z,adidas-samba-og-mineral-green-off-white-putty-grey-gs,gid://shopify/Product/15046962315650,adidas Samba OG Mineral Green Off White Putty Grey (GS) | Resell La...,adidas Samba OG Mineral Green Off White Putty Grey (),,
2026-07-03T09:38:33.610Z,adidas-gazelle-85-core-black-footwear-white,gid://shopify/Product/15046962348418,adidas Gazelle 85 Core Black Footwear White | Resell Lausanne Suisse,adidas Gazelle 85 Core Black Footwear White | Resell,,
2026-07-03T09:38:34.071Z,adidas-gazelle-gucci-original-gg-beige-brown,gid://shopify/Product/15046962381186,adidas Gazelle Gucci Original GG Beige Brown | Resell Lausanne Suisse,adidas Gazelle Gucci Original GG Beige Brown | Resell,,
2026-07-03T09:38:34.535Z,adidas-samba-og-night-indigo-womens,gid://shopify/Product/15046962413954,adidas Samba OG Night Indigo (Women's) | Resell Lausanne Suisse,adidas Samba OG Night Indigo (Women's) | Resell Lausanne,,
